id,title,author1,author2,author_gender,category,frmt1,frmt2,p_vb,p_nn,p_pn,p_pp,p_ab,p_ma,p_mi,p_kn,p_jj,p_dt,p_pm,p_pl,p_sn,p_pa,p_hp,p_ps,p_ie,p_ha,p_pc,p_rg,p_in,p_ro,p_uo,p_hd,p_hs,r_punct,r_nsubj,r_advmod,r_case,r_root,r_obl,r_obj,r_mark,r_conj,r_cc,r_det,r_amod,r_aux,r_advcl,r_compound:prt,r_nmod,r_cop,r_nmod:poss,r_parataxis,r_xcomp,r_fixed,r_acl:relcl,r_ccomp,r_expl,r_nsubj:pass,r_acl,r_nummod,r_flat:name,r_dislocated,r_appos,r_csubj,r_iobj,r_discourse,r_obl:agent,r_orphan,r_aux:pass,r_compound,r_csubj:pass,r_list
SvB_BS_244,Min fantastiska väninna,"Ferrante, Elena",,F,OTHER,both,sell,182759,123476,126903,88762,78186,52403,53858,61523,53229,33095,27127,17956,23450,12298,15010,13934,10472,9697,9154,3023,2015,1085,267,284,34,118042,111962,87246,75603,51421,60127,55434,49544,56709,52575,33250,29289,27790,30038,18231,15673,17163,17887,9912,16345,12392,13813,10282,5288,3703,4719,2463,2540,2497,2850,1481,2472,448,215,164,233,60,138,0
SvB_BS_245,Hennes nya namn,"Ferrante, Elena",,F,OTHER,hb,sell,192605,108079,136189,82476,79733,53965,56255,58695,49338,30161,25608,18370,24680,17082,14745,13955,12065,10393,9191,2245,2794,670,355,315,34,126426,115002,88506,68475,52396,54749,56685,52934,53387,49939,30309,25511,31833,31609,18525,13474,18656,16853,12226,16664,12546,13720,10788,6099,3837,4421,1735,1895,2668,2451,1689,2451,555,183,183,401,115,103,0
SvB_BS_246,Toner i natten,"Moyes, Jojo",,F,OTHER,both,both,194051,121920,125232,78411,75202,73791,56040,36265,42283,34110,25559,18859,19878,31893,12469,13874,12270,11203,8800,2727,3470,592,695,303,103,161249,117541,80793,68234,62733,54505,54512,44583,33911,30241,34269,27927,37505,26206,19334,15120,17985,16945,19981,13103,11774,11154,11113,7312,3250,3959,2410,1866,2341,2678,2059,1949,702,165,248,193,90,62,0
SvB_BS_247,Kvinnan på tåget,"Hawkins, Paula",,F,CRIME,pb,sell,194647,106733,158894,80439,81764,68905,67646,39903,35490,29316,18243,18218,22030,19643,9179,11336,11056,10702,8142,3927,2569,831,132,198,58,155576,124005,86391,68535,64822,54276,54836,45196,43640,34272,29250,18852,29505,26443,18622,14456,20318,13197,20120,13287,12489,8817,12324,8364,3219,3532,2667,1688,2832,3252,1605,2404,667,156,132,148,8,99,0
SvB_BS_248,Det lilla bageriet på strandpromenaden,"Colgan, Jenny",,F,OTHER,pb,sell,181910,112662,114012,73252,82554,71139,75849,42564,47561,32515,29147,20464,15777,38791,10947,9596,11257,8119,9644,2129,7515,643,1652,222,79,184937,112273,85200,62925,63934,49531,49467,39569,38822,36542,32634,31824,28606,23411,20488,14148,17111,12258,25167,12830,12003,9787,8016,7301,3472,3916,1716,1303,2224,2463,1613,1883,1692,262,334,159,111,64,8
SvB_BS_249,Mannen som sökte sin skugga,"Lagercrantz, David",,M,CRIME,hb,both,171540,124643,113166,82184,86552,72864,56645,62275,44257,35311,42233,16452,15230,19030,11905,13135,7708,7054,9873,3395,2344,771,1160,241,31,147348,108743,89503,72599,72459,54052,48493,33940,51288,54621,35420,27034,22020,18991,17013,18648,19621,17457,10332,13112,12816,9562,7529,7117,6961,3761,2663,7599,2141,2422,1456,1791,491,288,202,202,171,132,0
SvB_BS_250,Begynnelse,"Brown, Dan",,M,CRIME,both,sell,166875,163452,79588,92792,64932,64104,52995,37542,51592,45222,46353,14736,17090,31993,12450,11746,11091,8916,15434,4597,2329,1001,2762,229,179,148450,99694,70042,81695,56300,59118,52185,41645,35954,31462,45500,47174,25160,24394,15231,27662,16164,24499,16392,11597,12073,12289,8508,4659,6451,4838,3936,5252,1817,3961,1446,2249,692,395,334,167,507,80,31
SvB_BS_251,Häxan,"Läckberg, Camilla",,F,CRIME,both,both,195128,120234,117672,81335,76823,76712,52862,46100,37048,31418,40089,18607,18066,25233,12534,11216,10464,10146,7304,2632,5676,727,1570,355,50,154241,119523,82165,71399,74634,55064,54482,39800,35652,40155,31785,24052,33070,24097,19090,15967,17359,15988,16971,12406,11336,11076,10683,6325,4805,4007,1933,1413,2780,1277,2041,1884,1723,202,194,83,248,91,0
SvB_BS_252,Det förlorade barnet,"Ferrante, Elena",,F,PRESTIGE,hb,sell,193534,107358,138283,82674,80795,50382,54863,56891,50103,32109,24422,16775,24206,17310,14179,17100,12442,11024,9111,2602,2152,752,478,387,68,121907,115467,89706,69184,47068,56116,56145,52962,50035,48697,32514,26825,32371,32018,17117,12618,20203,20061,15112,17396,12436,14059,10563,6742,3826,4857,2101,1532,2511,2500,1925,2107,569,239,131,256,40,85,0
SvB_BS_253,"Den som stannar, den som går","Ferrante, Elena",,F,OTHER,hb,sell,191912,109400,136541,82493,78828,51954,60165,57537,48557,31060,24794,16160,23502,18553,15070,15540,11797,9893,9058,2432,3111,756,293,561,33,129941,114245,86732,69666,49092,54778,57191,50715,51844,49626,31687,26965,32326,30630,16786,13642,19244,18651,15155,16101,11771,14216,10056,6202,3600,4519,1911,1376,2772,2778,1728,2302,887,215,143,346,46,117,0
SvB_BS_254,Top Dogg,"Lapidus, Jens",,M,CRIME,hb,both,177657,132298,110426,76239,81301,81485,60398,37794,37696,32150,46958,18559,14179,31388,13360,10434,6694,8691,7352,7606,3993,750,2066,450,75,172544,119071,83470,67577,77405,51569,51182,32854,31278,29772,32554,25652,28451,21145,18894,19887,18288,16551,18882,11894,13758,12379,8570,5529,4357,3676,6031,4848,2984,4126,1327,1241,1050,254,231,133,242,75,271
SvB_BS_255,Törst,"Nesbø, Jo",,M,CRIME,hb,both,175597,129553,105607,78500,67195,81241,66575,41122,36937,34184,42920,17165,23052,38515,12307,8025,8833,8257,8865,5187,6555,1228,2354,221,5,184829,111580,70981,68407,74353,50838,51667,43583,34852,34055,34351,27032,24942,22669,17440,18560,18269,12431,18199,9264,12016,11930,10637,7201,4153,4196,3754,6178,2752,2801,1750,1950,1422,237,280,92,280,70,0
SvB_BS_256,Never let me go,"Ishiguro, Kazuo",,M,PRESTIGE,hb,sell,187547,104749,145135,83180,102396,54460,51898,50507,39441,38642,23023,15991,26857,15482,12484,8277,9867,13974,8295,3189,2353,1199,781,245,27,121512,118995,109982,71050,51343,56813,49781,51425,38532,42576,38651,25376,32063,30383,16245,16718,19698,11121,11766,13756,14083,12257,11294,10112,4007,4852,2317,1499,3316,2144,2453,2044,1027,200,209,191,82,127,0
SvB_BS_257,Det förlovade landet,"Jungstedt, Mari",,F,CRIME,both,both,182546,150515,103622,95079,79917,76307,46417,43708,48507,39674,34348,21192,15431,31,13125,10901,9712,9577,11273,2937,3527,869,434,310,41,122611,110231,83175,84912,76556,64320,51826,36457,43356,37750,39850,35227,26022,21843,22267,23995,18006,14583,10446,13021,10849,12256,7519,6299,6578,3816,2224,4871,2430,1572,2017,1572,838,331,124,83,72,93,0
SvB_BS_258,Selfies,"Adler-Olsen, Jussi",,M,CRIME,hb,both,168438,128184,114107,87538,97262,65137,55430,42874,40749,35666,36575,17888,18642,22292,14163,11175,9327,10421,11008,6241,4968,875,530,461,52,142300,108471,100112,77152,60289,58453,53219,39558,37531,36236,35896,30081,23271,25545,18492,19954,16748,17249,15153,12292,15291,11549,8187,7525,4214,4911,4577,3765,3184,2309,1802,2245,1624,213,196,242,58,92,17
SvB_BS_259,Sommar på strandpromenaden,"Colgan, Jenny",,F,OTHER,pb,sell,181439,109675,113402,72678,83918,71888,76792,42198,46197,31533,32290,20622,16820,40165,11397,9076,10969,8180,8895,2378,7324,634,1152,329,49,188014,111691,86115,62359,64556,49299,49875,39672,37269,36306,31681,30718,28291,22588,20671,13125,17947,11973,24654,12302,13043,9924,8418,7299,3464,3810,1843,1588,2576,2559,1909,1819,1761,280,288,123,173,16,0
SvB_BS_260,Jul i det lilla bageriet på strandpromenaden,"Colgan, Jenny",,F,OTHER,pb,sell,183202,106402,114668,70411,89272,72865,73837,44280,47231,29410,31242,17210,17911,37405,12676,10697,11387,8537,8435,2216,8978,509,893,271,57,183213,113107,90120,59872,65379,46598,48486,42278,37529,37789,29569,30032,29343,23610,17345,13241,19279,14338,25261,12777,13659,10425,8548,7248,3223,3901,1730,1470,2408,2160,1549,1696,2001,181,328,147,102,57,0
SvB_BS_261,Lazarus,"Kepler, Lars",,2,CRIME,hb,both,189440,166062,99825,97593,55853,67127,63601,46601,44592,39009,34929,24282,17229,317,7876,11200,7721,8078,11328,3972,2043,924,229,155,13,130755,113871,61207,89852,68537,67262,58935,33830,53648,42522,39103,36527,21477,21490,24511,24572,17094,17539,13547,11672,7357,7559,10654,5664,4612,2866,3385,2481,1976,1173,1719,1821,297,148,101,142,27,67,0
SvB_BS_262,Till minne av en villkorslös kärlek,"Gardell, Jonas",,M,OTHER,hb,sell,175295,148762,99584,90768,94404,61966,48047,51160,45562,39531,30959,15678,19559,3860,15860,14331,10848,12279,11211,4865,2520,1424,1103,342,84,113761,104568,100338,78580,62531,55607,47084,46260,47132,41674,40110,30554,28187,25723,16188,24425,20697,21807,6338,12809,14101,15252,9165,6394,6492,5717,3476,2925,3113,3141,2227,1647,1047,307,147,244,112,119,0
SvB_BS_263,Bränn alla mina brev,"Schulman, Alex",,M,OTHER,both,both,174602,144874,129789,93274,69909,73489,54858,42200,39773,39909,20396,18903,14525,17511,13642,15203,7059,11148,8874,5803,2053,1374,458,271,102,145179,118658,77120,85791,71860,63851,53704,32375,39519,35243,40401,27573,21448,20956,19157,23128,17443,20362,13575,10860,8348,13880,8586,5803,4666,4530,4514,2002,2596,2562,1273,1850,475,187,119,204,102,102,0
SvB_BS_264,De som dödar drömmar sover aldrig,"Guillou, Jan",,M,OTHER,hb,sell,148072,167943,74455,101156,93137,53430,51285,46713,61069,47585,42169,13111,15707,14293,12760,9095,11226,7934,16284,6035,2863,1470,1808,359,42,118509,86103,96162,89648,52445,58713,46333,42063,38785,35395,47901,53550,24429,23156,13336,35219,17275,19885,11247,12211,16635,12654,5634,6246,5902,6739,4966,7238,2251,4023,2005,1252,943,492,253,169,169,63,0
SvB_BS_265,En andra chans,"Moyes, Jojo",,F,OTHER,both,both,181639,117793,134560,82512,75061,74720,51335,43080,42379,35031,25357,18319,21534,28407,11080,14940,12140,9808,8572,4128,5382,865,865,371,122,153707,113818,79334,71237,67371,56303,54775,46897,38349,36663,35195,29235,28103,26088,18825,17004,17863,17741,14837,12414,11957,10009,10995,5991,2928,4079,3312,3976,2447,2332,1778,2539,1242,158,177,140,134,37,12
SvB_BS_266,Ett mörker mitt ibland oss,"Jungstedt, Mari",,F,CRIME,both,both,187555,139719,109267,89804,82506,79474,50073,45403,45159,38594,36430,21125,15452,37,13289,8154,8399,9817,10134,3276,4707,819,367,379,61,129205,114364,85978,79963,80012,60746,50917,34523,42445,38888,38900,30721,27934,21161,21650,20403,19425,11675,13007,12824,12445,11479,7689,6479,6601,3276,2531,4890,2702,1540,2017,1577,1137,171,183,220,24,147,147
SvB_BS_267,I fel sällskap,"Sten, Viveca",,F,CRIME,hb,sell,198572,128753,111507,83496,75835,83664,45233,31043,40107,31404,42771,22861,17992,29102,9385,12514,12104,9666,8832,2655,1444,682,160,193,24,157446,121205,80624,73509,79325,58974,56070,41672,26319,25661,31557,29038,35030,24947,23631,14848,17607,16605,17198,13773,9899,8503,8262,7187,4356,3874,2118,2503,1861,1251,2591,1837,152,128,168,168,8,96,0
SvB_BS_268,Syndabocken,"Sarenbrant, Sofie",,F,CRIME,both,both,195012,121090,118604,76453,78838,86117,55758,38042,37605,30180,32409,19978,17369,30617,11770,9821,12005,11053,8690,2945,4211,795,146,482,11,171663,121673,85120,65881,79723,51569,54179,41144,32286,33013,30695,22767,30539,24558,20751,13875,20292,14088,17179,12565,8634,8657,9407,8029,3964,3953,1949,1153,2777,1265,2912,1725,1288,224,325,90,22,67,0
SvB_BS_269,En högre rättvisa,"Hjorth, Michael",Hans Rosenfeldt,M,CRIME,hb,both,186006,110992,125520,82682,82103,75498,60384,38174,38847,35274,36013,20050,21998,22283,12566,9659,11921,10310,9842,4599,3383,1150,483,249,15,157154,112090,85633,70592,73484,52519,55814,47569,37961,31539,35201,25469,30148,25835,20291,17004,17575,12302,14133,11965,12244,10303,11043,7257,3412,4760,3581,2475,3134,2233,1919,1845,776,220,190,205,44,81,0
SvB_BS_270,De vänsterhäntas förening,"Nesser, Håkan",,M,CRIME,both,sell,162802,125269,101873,77564,87991,73237,68578,45398,40752,44365,40210,15009,18145,32727,12925,9203,8285,8190,9299,9471,5966,1364,1013,338,25,173376,102382,87724,68100,68278,49113,43212,35901,35940,38158,44620,29426,24397,21294,15679,22485,17648,13180,19624,9981,15443,9879,7431,9063,4034,4162,6724,9783,4073,3053,2078,1307,1549,223,325,159,121,76,0
SvB_BS_271,Tre timmar,"Roslund, Anders",,M,CRIME,both,sell,163846,143173,101842,87326,87079,77509,66991,44760,46235,39558,29914,18464,15588,445,22174,11087,10708,11565,9331,7015,2819,1566,635,305,66,144055,100449,90170,76479,79471,52656,50035,40012,40317,36088,39970,34926,21704,22808,19132,22042,13988,19000,7641,11103,12455,21020,6883,6273,6050,5020,5490,4575,3083,3272,1467,1459,264,223,148,165,58,49,0
SvB_BS_272,Vardagar,"Lundell, Ulf",,M,OTHER,hb,sell,163119,164546,89371,83577,103270,61320,51114,44121,54799,36681,43123,14389,13242,4901,12595,8017,7912,8043,11361,13199,4324,919,5383,630,44,116749,94334,97957,77958,141308,44480,41215,30240,39010,35649,35727,35614,25811,13339,14494,28393,18468,14100,7194,11046,15553,8709,6205,5680,6039,4945,8709,6932,2363,4910,1715,1698,1733,315,254,341,508,201,105
SvB_BS_273,1793,"Natt och Dag, Niklas",,M,CRIME,pb,sell,168372,181168,94080,103998,62432,63179,47158,41928,45152,42069,30382,12560,15462,11255,12694,24216,15533,9674,12647,2776,1211,1133,299,181,440,121214,101819,70713,90966,62542,67041,62038,46867,39820,34228,42132,32285,21007,28841,13394,25286,14377,34857,5741,15321,9564,13897,7236,3995,8872,7519,2234,5907,2021,2352,1510,3209,236,480,165,118,24,173,0
SvB_BS_274,Den lilla bokhandeln runt hörnet,"Colgan, Jenny",,F,OTHER,pb,sell,181422,107850,117241,74219,89181,71310,68421,45512,47870,31549,29001,20665,17823,36758,12956,8498,11178,8935,8869,2167,7082,475,751,228,38,175767,113372,91396,63563,62803,49106,49296,41891,40332,38887,31473,31653,28136,24524,20646,13545,17319,10988,22214,12110,13308,10494,9220,7253,3118,3736,1682,1131,2519,2481,1511,1863,1835,200,257,190,133,48,0
SvB_BS_275,Silvervägen,"Jackson, Stina",,F,CRIME,pb,both,194904,148637,123079,92624,64385,84139,46721,44676,40019,32204,28864,21026,18902,57,12314,10428,9122,12825,9655,2431,2204,545,45,193,0,130201,123635,72632,85025,84536,67475,60636,39497,41280,37565,32272,29557,25831,25365,21503,16187,14336,14245,8031,14301,7929,12189,10076,5782,4203,3839,1942,727,3306,1352,1840,1829,341,216,136,91,0,91,0
SvB_BS_276,Bara ett barn,"Persson Giolito, Malin",,F,CRIME,pb,sell,194113,132502,117207,82056,89869,78331,45068,40043,43118,33871,30827,18463,20486,13262,11971,10785,10939,8576,9133,4345,3313,795,660,258,10,136372,118105,91747,72118,74729,56400,53221,43459,37875,33706,33768,27555,32746,25336,18607,17771,19061,15532,12405,14324,11528,10527,10382,7668,3519,3953,3560,3272,2652,2178,2797,1713,877,155,144,103,41,83,10
SvB_BS_277,Ensam i Paris och andra historier,"Moyes, Jojo",,F,OTHER,pb,sell,183934,118503,128130,79521,72960,83948,57407,35339,39005,33851,25838,19900,18252,36134,10573,14989,10711,10100,7241,4912,6065,692,1580,288,127,176717,116750,77123,69997,74298,55228,54467,40723,33356,29608,33921,25273,29332,23129,20050,16049,17352,17837,17629,10953,10377,9927,10527,5431,2767,3505,3643,3021,2640,2248,1718,2133,1372,173,254,196,208,69,0
SvB_BS_278,Husdjuret,"Grebe, Camilla",,F,CRIME,pb,sell,181643,135863,114984,87386,80846,82394,56582,49268,45517,34954,31672,19646,20131,1599,13191,10036,7416,9457,9134,3649,3427,731,289,162,26,139877,117790,84120,77835,83873,58317,50526,39862,43578,40491,34784,28754,24306,22206,20097,18166,18931,14883,9644,10775,11600,11558,10087,6302,4703,3036,2790,1395,2892,2313,1735,1429,706,264,119,136,34,60,26
SvB_BS_279,Den tyska flickan,"Correa, Armando Lucas",,M,OTHER,pb,sell,190182,144866,123620,91254,67261,65703,49299,38284,43475,39435,24399,17471,20454,11119,14007,17858,14300,9231,10175,3615,1010,1180,1170,406,227,125866,114285,71782,78219,64769,60389,59351,50025,39709,31261,39737,31875,30865,28326,18179,19925,18698,23012,10958,16046,11959,14592,10015,5040,5012,4295,2860,1850,2190,2652,1963,2851,321,302,189,255,170,76,132
SvB_BS_280,Strandcaféet,"Diamond, Lucy",,F,OTHER,pb,sell,191049,106183,128798,71611,84519,69991,65734,49568,43618,27324,23526,18423,20890,37354,9667,8627,9901,9788,8337,2838,9748,758,1177,556,16,172529,114068,89921,61283,60074,49705,50810,42385,44682,43159,27848,25074,30581,26227,18899,12860,18963,11368,25695,14916,12142,8208,9651,6152,2564,3362,2145,1693,2169,2370,2274,1943,3402,145,266,202,194,73,0
SvB_BS_281,Kvinnan i fönstret,"Finn, A.J.",,M,CRIME,pb,sell,171160,129868,132594,78128,66799,99790,78316,31432,32787,28861,18193,21026,13696,39994,10390,12994,4979,8064,7191,5044,5265,963,2147,278,41,216672,117616,68439,71786,88886,56262,50279,27841,35717,24339,29139,21271,20152,17328,21703,17369,14700,15165,21777,9199,10439,9060,7950,5363,2971,3183,3183,1322,2677,3828,1061,1641,841,204,253,188,106,73,16
SvB_BS_282,Blodlokan,"Boije af Gennäs, Louise",,F,CRIME,pb,sell,171061,121309,122303,85480,80350,74029,66373,44950,40775,29624,31286,17492,13991,39957,11369,13957,7329,9060,9230,4039,3222,552,1880,286,95,179324,112168,84764,77094,64724,57613,46101,31191,38418,39147,29781,28595,23963,19965,17370,20864,16259,18364,25087,10006,11580,9305,7179,6873,4033,3671,2949,2881,2949,2827,1567,1444,770,238,354,157,293,75,54
SvB_BS_283,Syndafloder,"Ohlsson, Kristina",,F,CRIME,pb,both,205374,110536,123136,71956,84658,91461,59287,34637,35491,30295,48176,16282,20927,1371,17619,10586,10781,11230,7608,2759,3698,779,846,491,17,151773,133520,90294,60244,92452,47542,54117,45215,25793,27545,30685,19709,31946,24160,16409,11712,18397,15960,18279,13159,11602,12660,12846,7912,5441,4697,2276,3580,3715,1227,2107,1642,702,220,127,110,93,118,17
SvB_BS_284,Höstdåd,"Motte, Anders de la",,M,CRIME,pb,sell,170532,141058,98999,85543,81679,74750,52680,43327,43518,37573,41900,21792,16547,26119,11448,11804,11785,8429,9030,5067,3673,885,1367,330,165,152869,109007,85431,75516,68118,57469,54451,40638,42336,36325,37824,30399,18067,23655,22255,20768,17208,17670,15094,13258,10860,10417,9122,4683,3679,4545,3673,4300,2345,2259,1651,2239,1057,159,284,106,244,20,0
SvB_BS_285,Pappas pojke,"Schepp, Emelie",,F,CRIME,pb,both,200890,112162,126800,81345,71580,84460,82894,39986,30385,26620,45207,20639,15271,376,13356,10736,8803,10809,8327,2620,5854,431,119,293,37,166877,123777,77837,73550,86201,58563,57812,32282,37512,35827,26868,21289,28901,18742,21014,13484,14721,13649,21491,12449,8336,9005,10837,6815,3582,3087,2070,4269,2693,1447,1676,1686,1237,147,101,119,27,18,0
SvB_BS_286,Hon som måste dö,"Lagercrantz, David",,M,CRIME,hb,both,166843,114010,119472,80241,90062,65883,74219,64825,38128,34214,35566,17641,16635,24642,12846,11351,7348,7410,8816,3416,3229,560,2144,489,9,163178,108913,93977,70216,66275,51748,46668,34765,50680,57165,34570,23886,21003,19678,17872,18753,17703,14625,11120,11707,13406,9937,7668,7713,5471,3576,2776,5729,2322,2180,1468,1717,747,294,160,62,205,62,9
SvB_BS_287,En bur av guld,"Läckberg, Camilla",,F,CRIME,hb,both,187797,127416,119070,82840,68864,90297,49356,38898,39680,32976,40687,21384,16273,21316,10995,14416,9959,9627,9040,3518,3636,704,968,215,68,160030,116500,73711,73809,89105,57057,60097,36738,36113,33591,32976,26193,28666,21179,21785,17133,16097,19478,11142,12373,9705,9910,9236,4877,4574,3655,2971,2238,2209,1574,1808,2082,762,215,147,117,88,59,0
SvB_BS_288,1794,"Natt och Dag, Niklas",,M,CRIME,hb,sell,167188,173841,100224,99860,69234,59353,50387,43134,46510,41313,24344,11430,14999,12372,14307,25743,15620,10430,13343,3113,1078,1164,236,221,557,121570,104793,77829,86896,57869,65143,64344,46817,38865,35031,41663,32211,19825,30962,11972,21945,14442,36566,6861,15256,10030,15320,6961,3298,7646,7432,2620,4276,2099,2506,1792,3941,314,435,171,171,50,79,0
SvB_BS_289,Den andra dödssynden,"Guillou, Jan",,M,OTHER,hb,sell,147370,169799,70729,100032,94917,56933,50677,45914,60257,46329,38688,12700,16134,15578,12184,9463,11707,8290,16517,8313,3394,1486,2158,368,63,122500,85431,97811,88286,55995,57676,44999,43130,36279,35067,46665,53305,24682,23407,12951,35083,16525,19371,10487,12372,16759,11770,5513,6139,6499,6741,6585,5326,2487,4145,2362,1181,1189,414,219,133,414,102,0
SvB_BS_290,Jag ser dig,"Jungstedt, Mari",,F,CRIME,hb,sell,190329,139705,109017,91432,83196,75441,50913,44960,43832,37288,36435,21160,17351,27,13199,9679,9679,8717,9858,3135,3589,550,206,234,69,126038,112839,85409,80570,75799,61500,52728,38071,43035,38621,37453,29354,30509,22109,21627,20349,19111,14505,12800,13007,12457,11632,8002,7218,6228,3850,2392,2915,2791,1485,2365,1402,1031,330,165,179,41,82,0
SvB_BS_291,Kniv,"Nesbø, Jo",,M,CRIME,hb,sell,174984,135536,105623,83794,67446,77565,64675,42273,40419,38144,36033,16604,23684,29880,13577,8678,8711,8956,9720,5236,5127,971,2193,147,22,170904,108874,72208,72655,72683,51688,51562,45486,35128,34053,38144,28899,27731,23329,17073,21131,17569,13386,14553,9867,12889,12998,10582,7309,4566,4898,3742,4146,3016,3027,1647,2045,1047,267,360,164,278,93,0
SvB_BS_292,Broder Jakob,"Schepp, Emelie",,F,CRIME,hb,both,201379,112518,125683,82392,70900,76523,82438,41600,31262,27364,43254,20523,19269,400,15208,11129,9548,11275,7641,2880,5724,427,136,463,64,158634,124883,77650,72181,78304,57399,54819,39393,37521,36876,27718,21314,29772,22286,20550,14182,15399,14790,21850,12020,9694,9830,12192,7450,5006,3280,2308,2580,3480,1345,1971,1617,1254,118,136,145,9,45,0
SvB_BS_293,Löparna,"Tokarczuk, Olga",,F,PRESTIGE,hb,sell,149122,184233,93166,107286,71586,51193,68365,40609,62140,49643,12376,16655,13975,4206,14815,14290,10988,8178,18448,4101,961,1098,1865,379,323,123659,90147,76591,94950,51895,66855,53736,39777,49263,32027,50030,51467,19400,23655,17075,28434,13345,22064,11989,12150,14120,14831,5651,5982,6604,7008,3270,1195,2261,4723,1841,2398,412,597,145,170,178,105,0
SvB_BS_294,Bergens stjärnor,"Moyes, Jojo",,F,OTHER,hb,sell,177826,132250,111185,86674,75644,65867,53667,44496,41565,36217,37199,19902,21517,26566,12590,14359,12597,10306,9644,3732,3656,641,1497,258,146,145522,109068,79571,75679,60303,58583,54788,48243,39678,37415,36071,30465,26329,28272,20083,20222,15974,19532,13572,13231,12820,11573,9958,5661,4227,4303,3120,5250,2270,2423,1581,2173,996,341,237,146,223,77,21
SvB_BS_295,Skamvrån,"Sarenbrant, Sofie",,F,CRIME,hb,both,197107,122003,113659,79552,73833,84350,53248,39666,38694,32033,38314,19633,17699,29930,11479,9997,12611,10227,8414,2524,3736,691,160,391,50,166997,120760,80624,69445,77939,53148,51736,41839,33916,34587,32364,23279,31492,24671,20284,15325,19933,14063,16798,13072,8474,9115,9616,8414,4207,3977,2003,1182,2805,1302,3165,1482,1212,240,210,210,10,90,10
SvB_BS_296,Folk med ångest,"Backman, Fredrik",,M,OTHER,hb,sell,184162,128131,115736,73264,98302,75850,63245,37968,40287,34361,26231,13454,23044,24905,11403,10773,10315,10038,7223,2977,5849,964,1193,267,57,163303,116890,100535,62195,76127,49123,53188,46165,33340,31241,34561,24036,26603,27309,13531,13874,20764,13951,15325,14552,12729,9991,10926,7233,2929,4752,2424,286,3244,2748,2137,1851,1317,181,200,258,86,95,0
SvB_BS_297,I hemlighet begravd,"Sten, Viveca",,F,CRIME,hb,both,197847,125364,114066,83382,78682,86268,44278,30402,41646,33932,44278,20682,18686,25764,9275,10182,11888,9828,8022,3176,1153,780,236,163,18,155848,122896,83437,72755,82620,58253,54142,42063,24911,25292,33986,28541,33796,25029,21190,14983,18931,14566,15273,13785,10355,8449,8104,7777,3975,3603,2723,3920,2060,1316,2931,1697,172,154,209,136,36,82,0
SvB_BS_298,Hundraettåringen som tänkte att han tänkte för mycket,"Jonasson, Jonas",,M,OTHER,hb,sell,169353,154857,88434,96604,84929,76065,50195,38154,49361,40385,46700,13577,20239,2230,11328,9164,13586,7543,11825,8780,4132,1658,422,459,19,128050,104906,89136,81734,77518,56557,48358,46625,30012,30452,40666,37649,22966,24484,14374,29984,18271,15638,12050,12678,16107,9848,9248,7131,5228,6090,7440,5275,2774,2183,2605,1537,1434,234,309,159,159,131,0
SvB_BS_299,Jamåhonleva,"Roslund, Anders",,M,CRIME,hb,sell,163265,139558,106806,83948,87583,83018,63446,45235,47656,39688,28041,18633,16103,1192,19811,12614,9095,11116,10527,7154,2952,1701,385,378,95,146035,102000,89052,73356,85191,51145,48804,38161,40415,37274,39971,37514,21127,20684,19193,20945,13384,19302,7954,11145,13159,18386,7714,6972,5605,4587,5772,4769,3235,3330,1570,1294,225,342,138,145,29,73,0
SvB_BS_300,Jag for ner till bror,"Smirnoff, Karin",,F,PRESTIGE,pb,sell,205958,152576,140687,85465,73822,111230,0,45898,38586,32954,15128,22391,15029,25,11754,13987,8613,9165,8147,2724,4012,785,797,196,74,111328,138270,80373,77257,111291,60547,59026,36071,34476,37543,33101,25998,23998,22943,22857,17078,19483,18109,4822,12588,9619,9042,8919,6024,4625,3877,1914,380,2307,245,1742,1632,2086,37,74,123,123,74,0
SvB_BS_301,En helt vanlig familj,"Edvardsson, Mattias",,M,CRIME,pb,both,182984,125715,126657,81890,74954,88351,48776,39310,38633,32141,33643,17670,18013,29821,12634,14650,9139,8882,8438,3487,2436,677,677,397,23,165936,121667,79866,72487,85424,57907,52754,39061,32834,31892,32476,26365,24030,21282,17857,15109,17950,18846,13459,12198,10758,9146,9824,7387,4305,3947,2545,3441,2779,1471,1915,1666,560,218,234,195,117,78,16
SvB_BS_302,Bokhandeln på Riverside Drive,"Skybäck, Frida",,F,OTHER,pb,sell,195980,111396,119178,78083,89231,76781,43706,39192,38576,31808,46176,21465,18742,24481,11856,12261,11387,12233,7880,2463,5417,588,630,448,42,144058,122796,97154,67515,74066,55470,58389,41634,33026,34230,31878,25895,32809,28190,21800,13192,15229,16754,11793,14291,11541,9728,10806,6733,3184,3870,1953,2030,2435,896,2254,2610,1064,182,154,210,112,70,0
SvB_BS_303,Tatueraren i Auschwitz,"Morris, Heather",,F,OTHER,pb,sell,187905,132224,116878,86273,63686,81973,49147,40223,38271,34000,35499,24227,13210,28116,12913,13789,11682,10735,8712,4837,4045,849,410,297,99,158318,114318,70348,76585,78211,59146,61706,34834,40096,35923,34071,28965,26518,22530,25062,18782,13747,18527,13238,12573,9066,10141,9377,4073,5403,4172,3988,651,2291,1612,1853,2164,1047,184,99,226,57,28,71
